DrugName,ActiveIngredient,PageNumber,Category
Myoless Tab,Eperison hydroclorid,592,Thuốc giãn cơ vân
Myonal,Eperison hydroclorid,592,Thuốc giãn cơ vân
Myotab tab.,Eperison hydroclorid,592,Thuốc giãn cơ vân
Mypara,Paracetamol,1118,Giảm đau; hạ sốt
Mypara 100,Paracetamol,1118,Giảm đau; hạ sốt
Mypara 150,Paracetamol,1118,Giảm đau; hạ sốt
Mypara 325,Paracetamol,1118,Giảm đau; hạ sốt
Mypara 500,Paracetamol,1118,Giảm đau; hạ sốt
Mypara 650,Paracetamol,1118,Giảm đau; hạ sốt
Mypara ER,Paracetamol,1118,Giảm đau; hạ sốt
Mysoven Granules,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Mysoven Granules 200,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Mystrep,Streptomycin,1308,Kháng sinh nhóm aminoglycosid
Mytob,Tobramycin,1392,Kháng sinh nhóm aminoglycosid
Myung In Rifampicin cap.,Rifampicin,1245,Vitamin
Naatrapyl,Piracetam,1159,Thuốc trị giun
Nabifar,Natri bicarbonat,1027,Thuốc chống nấm (tại chỗ)
Nabro,Ambroxol,175,Thuốc long đờm
Naceptil,Piracetam,1159,Thuốc trị giun
Nacofar,Natri clorid,1030,Cung cấp chất điện giải
Nacova Dry Syrup,Amoxicilin và kali clavulanat,192,Kháng sinh
Nacova DT,Amoxicilin và kali clavulanat,192,Kháng sinh
Nacova-625,Amoxicilin và kali clavulanat,192,Kháng sinh
Nadecin,Isosorbid dinitrat,846,Thuốc giãn mạch
Nadeper,Dexamethason,500,Glucocorticoid
Naderan,Diclofenac,515,Thuốc chống viêm không steroid
Nadixlife,Acid nalidixic,134,"Vì vậy, không trộn"
Nadogrel,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Nadroparin calcium,Nadroparin calci,1016,Chống đông máu nhóm heparin trọng lượng phân tử
Nady-Anbe’tiq 850,Metformin,955,Thuốc giải độc
Nadylanzol,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton"
Nadymax 500,Azithromycin,227,Thuốc kháng sinh
NadyOflox,Ofloxacin,1076,Kháng sinh nhóm quinolon
Nafacipro,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon
Nafisil,Terbinafin hydroclorid,1340,"Thuốc chống nấm, dẫn chất allylamin"
Nafixone,Naloxon,1018,Thuốc đối kháng opiat; thuốc giải độc opiat
Naformin,Metformin,955,Thuốc giải độc
Nagozole,Fluconazol,666,Chống nấm
Nairet,Terbutalin sulfat,1341,"Thuốc chống nấm, dẫn chất allylamin"
Najuson Tabs.,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h"
Nakai,Clindamycin,407,Kháng sinh họ lincosamid
Nakinase Inj,Urokinase,1419,"Thuốc da liễu, lợi tiểu thẩm thấu"
Nakonol,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta"
Nalapran,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
Nalibigra 500,Acid nalidixic,134,"Vì vậy, không trộn"
Nalicid,Acid nalidixic,134,"Vì vậy, không trộn"
Nalidixic,Acid nalidixic,134,"Vì vậy, không trộn"
Nalidixic acid,Acid nalidixic,134,"Vì vậy, không trộn"
Nalidixic Acid Tablet IP,Acid nalidixic,134,"Vì vậy, không trộn"
Naligram,Acid nalidixic,134,"Vì vậy, không trộn"
Nalocif,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4
Nalordia,Metformin,955,Thuốc giải độc
Naloxone,Naloxon,1018,Thuốc đối kháng opiat; thuốc giải độc opiat
Naloxone-hameln,Naloxon,1018,Thuốc đối kháng opiat; thuốc giải độc opiat
Naltre-50,Naltrexon,1020,Thuốc giải độc; thuốc đối kháng opiat
Multisef,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Multuc 200,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Mumtaz,Meloxicam,940,Thuốc chống viêm không steroid
Muối dinatri của acid etidromic,Etidronat dinatri,639,Chất ức chế tiêu xương; thuốc chống tăng calci huyết
Muscetam,Piracetam,1159,Thuốc trị giun
Musidin,Tizanidin hydroclorid,1390,"Giãn cơ xương, tác động hệ tktw"
Musily,Natri clorid,1030,Cung cấp chất điện giải
Mussan,Ambroxol,175,Thuốc long đờm
Mustret 500,Mephenesin,944,Thuốc giãn cơ và giảm đau
Mutastyl,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Muxco,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Muxenon,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Muxol,Ambroxol,175,Thuốc long đờm
Muxystine,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
MVV AC,Vắc xin sởi,1438,Vắc xin sống giảm độc lực
M-Xime,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Mybio,Lactobacillus acidophilus,874,Vi khuẩn sinh acid lactic
Mybrucin,Azithromycin,227,Thuốc kháng sinh
Mycomucc,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Mycorozal,Ketoconazol,861,Chống nấm có hoạt phổ rộng
Mycosyst,Fluconazol,666,Chống nấm
Mydriacyl,Tropicamid,1417,"Kháng histamin thế hệ 1, chất đối kháng thụ thể h"
Myercough,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Myeromax 500,Azithromycin,227,Thuốc kháng sinh
Mykezol,Ketoconazol,861,Chống nấm có hoạt phổ rộng
Myllancid 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Mylom drops,Simeticon,1291,Chống đầy hơi
Myocur,Mephenesin,944,Thuốc giãn cơ và giảm đau
Myocur Forte,Mephenesin,944,Thuốc giãn cơ và giảm đau
Myolaxyl,Mephenesin,944,Thuốc giãn cơ và giảm đau
Myoless Tab,Eperison hydroclorid,592,Thuốc giãn cơ vân
Myonal,Eperison hydroclorid,592,Thuốc giãn cơ vân
Myotab tab.,Eperison hydroclorid,592,Thuốc giãn cơ vân
Mypara,Paracetamol,1118,Giảm đau; hạ sốt
Mypara 100,Paracetamol,1118,Giảm đau; hạ sốt
Mypara 150,Paracetamol,1118,Giảm đau; hạ sốt
Mypara 325,Paracetamol,1118,Giảm đau; hạ sốt
Mypara 500,Paracetamol,1118,Giảm đau; hạ sốt
Mypara 650,Paracetamol,1118,Giảm đau; hạ sốt
Mypara ER,Paracetamol,1118,Giảm đau; hạ sốt
Mysoven Granules,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Mysoven Granules 200,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Mystrep,Streptomycin,1308,Kháng sinh nhóm aminoglycosid
Mytob,Tobramycin,1392,Kháng sinh nhóm aminoglycosid
Myung In Rifampicin cap.,Rifampicin,1245,Vitamin
Naatrapyl,Piracetam,1159,Thuốc trị giun
Nabifar,Natri bicarbonat,1027,Thuốc chống nấm (tại chỗ)
Nabro,Ambroxol,175,Thuốc long đờm
Naceptil,Piracetam,1159,Thuốc trị giun
Nacofar,Natri clorid,1030,Cung cấp chất điện giải
Nacova Dry Syrup,Amoxicilin và kali clavulanat,192,Kháng sinh
Nacova DT,Amoxicilin và kali clavulanat,192,Kháng sinh
Nacova-625,Amoxicilin và kali clavulanat,192,Kháng sinh
Nadecin,Isosorbid dinitrat,846,Thuốc giãn mạch
Nadeper,Dexamethason,500,Glucocorticoid
Naderan,Diclofenac,515,Thuốc chống viêm không steroid
Nadixlife,Acid nalidixic,134,"Vì vậy, không trộn"
Nadogrel,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Nadroparin calcium,Nadroparin calci,1016,Chống đông máu nhóm heparin trọng lượng phân tử
Nady-Anbe’tiq 850,Metformin,955,Thuốc giải độc
Nadylanzol,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton"
Nadymax 500,Azithromycin,227,Thuốc kháng sinh
NadyOflox,Ofloxacin,1076,Kháng sinh nhóm quinolon
Nafacipro,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon
Nafisil,Terbinafin hydroclorid,1340,"Thuốc chống nấm, dẫn chất allylamin"
Nafixone,Naloxon,1018,Thuốc đối kháng opiat; thuốc giải độc opiat
Naformin,Metformin,955,Thuốc giải độc
Nagozole,Fluconazol,666,Chống nấm
Nairet,Terbutalin sulfat,1341,"Thuốc chống nấm, dẫn chất allylamin"
Najuson Tabs.,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h"
Nakai,Clindamycin,407,Kháng sinh họ lincosamid
Nakinase Inj,Urokinase,1419,"Thuốc da liễu, lợi tiểu thẩm thấu"
Nakonol,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta"
Nalapran,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
Nalibigra 500,Acid nalidixic,134,"Vì vậy, không trộn"
Nalicid,Acid nalidixic,134,"Vì vậy, không trộn"
Nalidixic,Acid nalidixic,134,"Vì vậy, không trộn"
Nalidixic acid,Acid nalidixic,134,"Vì vậy, không trộn"
Nalidixic Acid Tablet IP,Acid nalidixic,134,"Vì vậy, không trộn"
Naligram,Acid nalidixic,134,"Vì vậy, không trộn"
Nalocif,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4
Nalordia,Metformin,955,Thuốc giải độc
Naloxone,Naloxon,1018,Thuốc đối kháng opiat; thuốc giải độc opiat
Naloxone-hameln,Naloxon,1018,Thuốc đối kháng opiat; thuốc giải độc opiat
Naltre-50,Naltrexon,1020,Thuốc giải độc; thuốc đối kháng opiat
Naltrexone,Naltrexon,1020,Thuốc giải độc; thuốc đối kháng opiat
Naluzole,Fluconazol,666,Chống nấm
Naofaramin,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể
Napain,Acid nalidixic,134,"Vì vậy, không trộn"
Napecolin,Clindamycin,407,Kháng sinh họ lincosamid
Naphadocin,Doxycyclin,573,Kháng sinh nhóm tetracyclin
Naphalevo,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại
Naphanor,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại
Napharangan,Paracetamol,1118,Giảm đau; hạ sốt
Napharthyrox,Levothyroxin,900,Hormon tuyến giáp
Naphazolin MKP,Naphazolin,1023,"Tản huyết, giảm sung huyết mũi, mắt"
Naphazoline,Naphazolin,1023,"Tản huyết, giảm sung huyết mũi, mắt"
Napincure-10,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin"
Napincure-20,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin"
Napocef,Ofloxacin,1076,Kháng sinh nhóm quinolon
Naporexil-275,Naproxen,1024,Thuốc chống viêm không steroid
Naprofar,Naproxen,1024,Thuốc chống viêm không steroid
Naptogast 20,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị"
Naptogast 40,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị"
Narcutin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Narigi-250,Naproxen,1024,Thuốc chống viêm không steroid
Narigi-500,Naproxen,1024,Thuốc chống viêm không steroid
Narita,Budesonid,274,Glucocorticoid hít
Nariz 5,Flunarizin,678,Thuốc chẹn kênh calci
Narofil,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam"
Naroxol,Ambroxol,175,Thuốc long đờm
Nasiflu-GW,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Naslim,Calcitonin,301,"Thuốc điều trị vảy nến (dùng ngoài), dẫn chất vitamin"
Nasonex,Mometason furoat,1003,Thuốc kích thích dòng bạch cầu hạt - đại thực bào
Natacare,Natamycin,1026,Thuốc chống nấm (tại chỗ)
Natacina,Natamycin,1026,Thuốc chống nấm (tại chỗ)
Natafree,Piracetam,1159,Thuốc trị giun
Natamocin,Natamycin,1026,Thuốc chống nấm (tại chỗ)
Natasan,Natamycin,1026,Thuốc chống nấm (tại chỗ)
Nat-D,Vitamin D và các thuốc tương tự,1475,Vitamin hòa tan trong mỡ
Natopherol,Alpha tocopherol,165,Vitamin
Natri clorid F.T,Natri clorid,1030,Cung cấp chất điện giải
Natural Vitamin E400 TR-G,Alpha tocopherol,165,Vitamin
Naturimine 50,Dimenhydrinat,536,"Thuốc kháng histamin (h1) gây ngủ, thế hệ thứ nhất"
Nautamine,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể
Navacarzol,Carbimazol,323,"Thuốc kháng giáp, dẫn chất thioimidazol"
Navadiab,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê"
Navamin 500,Metformin,955,Thuốc giải độc
Navamin 1000,Metformin,955,Thuốc giải độc
Navedro Eye Drops,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon)
Navelbine,Vinorelbin tartrat,1472,Thuốc chống ung thư
Nawazit,Azithromycin,227,Thuốc kháng sinh
Nawotax,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
Nawtenim,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể
Naxenfen,Naproxen,1024,Thuốc chống viêm không steroid
Nazoster,Mometason furoat,1003,Thuốc kích thích dòng bạch cầu hạt - đại thực bào
Nccep,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
NDC,Aciclovir 200 - Aciclovir,114,Thuốc chống virus
NDC,Allopurinol 300 - Alopurinol,162,Thuốc chống gút
NDC-Alverin,Alverin citrat,172,Chống co thắt cơ trơn
NDC-Amlodipin 5,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối"
NDC-Atenolol 50,Atenolol,219,Chất hấp phụ chống ỉa chảy
chế HMG,CoA reductase,285,"Chống co thắt, kháng muscarinic"
chế HMG,CoA reductase,285,"Chống co thắt, kháng muscarinic"
NDC,Clarithromycin - Clarithromycin,404,Kháng sinh macrolid bán tổng hợp
NDC,Clindamycin 150 - Clindamycin,407,Kháng sinh họ lincosamid
NDC-Ciprofloxacin,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon
NDC-Diclofenac 50,Diclofenac,515,Thuốc chống viêm không steroid
NDC-Enalapril 5,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
NDC-Enalapril 10,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
NDC-Erythromycin 250,Erythromycin,607,Kháng sinh nhóm macrolid
NDC-Gliclazid 80,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê"
NDC-Loperamid,Loperamid,918,Thuốc trị ỉa chảy
NDC-Meloxicam 15,Meloxicam,940,Thuốc chống viêm không steroid
NDC-Metformin 500,Metformin,955,Thuốc giải độc
NDC-Metronidazol 250,Metronidazol,979,Thuốc diệt giun sán
NDC-Piroxicam 20,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid)
NDC-Propranolol,Propranolol,1203,Chẹn beta adrenergic
NDC-Tinidazol,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta"
Neazi,Azithromycin,227,Thuốc kháng sinh
Nebido,Testosteron,1344,Hormon sinh dục nam (androgen)
Nebra,Tobramycin,1392,Kháng sinh nhóm aminoglycosid
Necaral-2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê"
Necpime,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4
Nectram,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Nedomir-25,Sertralin,1283,Thuốc chống bã nhờn và chống nấm
Nedomir-50,Sertralin,1283,Thuốc chống bã nhờn và chống nấm
Nedomir-100,Sertralin,1283,Thuốc chống bã nhờn và chống nấm
Nefazan,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Nefian,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton"
Nefiaso,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Nefiprazol,Rabeprazol,1228,Thuốc ức chế bơm proton
Nefitaz,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Nefithio,Ethionamid,636,Thuốc chống lao
Nefizoline,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1
Nefsan 10,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin"
Nefsan 5,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin"
Negacef,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Negacef 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Negacef 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Negaflox,Norfloxacin,1069,Thuốc tránh thai; progestin
Negatidazol,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta"
Negradixid,Acid nalidixic,134,"Vì vậy, không trộn"
Negrative,Acid nalidixic,134,"Vì vậy, không trộn"
Neklitro-500,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp
Nelabocin,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Nelfinavir mesilate,Nelfinavir mesilat,1035,Thuốc giải độc
Nelidevi,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp
Nelticine Inj,Netilmicin,1042,Kháng sinh nhóm aminoglycosid
Neltistil Inj.,Netilmicin,1042,Kháng sinh nhóm aminoglycosid
Nenvofam,Famotidin,648,Đối kháng thụ thể histamin h
Neo-Allerfar,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể
Neocam,Meloxicam,940,Thuốc chống viêm không steroid
Neocexone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Neocin,Neomycin,1038,Kháng sinh nhóm aminoglycosid
Neoforazone,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3
Neofoxime,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
Neomycin,Euvipharm - Neomycin,1038,Kháng sinh nhóm aminoglycosid
Neo-Pyrazon,Diclofenac,515,Thuốc chống viêm không steroid
Neopyrin AM/AM,Paracetamol,1118,Giảm đau; hạ sốt
Neopyrin GR/GR,Paracetamol,1118,Giảm đau; hạ sốt
Neopyrin PK/PK,Paracetamol,1118,Giảm đau; hạ sốt
Neopyrin WH/AM,Paracetamol,1118,Giảm đau; hạ sốt
Neopyrin WH/GR,Paracetamol,1118,Giảm đau; hạ sốt
Neordac 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc
Neordac 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc
Neoroxime,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Neostigmine,Neostigmin,1039,Kháng sinh nhóm aminoglycosid
Neostigmine-hameln,Neostigmin,1039,Kháng sinh nhóm aminoglycosid
Neostoguard,Sulpirid,1314,Thuốc chống loạn thần
Neotabine Inj,Gemcitabin hydroclorid,716,"Thuốc chống ung thư, nhóm chống chuyển hóa,"
Neotabine Inj,Gemcitabin hydroclorid,716,"Thuốc chống ung thư, nhóm chống chuyển hóa,"
Neotazin,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Neotazin MR,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Neounixan Inj.,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Neozith 250,Azithromycin,227,Thuốc kháng sinh
Nepar- 10,Alendronat natri,157,Chất ức chế tiêu xương
Nepatic,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Nepotel-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Nepotel-200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Neprox-100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Neprox-200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Nerbavex,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Nergamdicin,Acid nalidixic,134,"Vì vậy, không trộn"
Neriman,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin
Nertrobiine,Piracetam,1159,Thuốc trị giun
Nervetam,Piracetam,1159,Thuốc trị giun
Nesamid inj.,Acid tranexamic,139,Thuốc chống tiêu fibrin
Nescine-400,Cimetidin,389,"Thuốc ức chế kết tập tiểu cầu và giãn mạch, thuốc ức"
Nesfulvin-250,Griseofulvin,758,"Chống nấm, dùng đường uống"
Nesfulvin-500,Griseofulvin,758,"Chống nấm, dùng đường uống"
Nesmet,Metformin,955,Thuốc giải độc
Nesmox,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin"
Nesmox-250,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin"
Nesmox-500,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin"
Nestoflox,Ofloxacin,1076,Kháng sinh nhóm quinolon
Nestromycin-250,Erythromycin,607,Kháng sinh nhóm macrolid
Netlisan,Netilmicin,1042,Kháng sinh nhóm aminoglycosid
Netromycin tiêm,Netilmicin,1042,Kháng sinh nhóm aminoglycosid
Neubatel,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Neumomicid,Spiramycin,1299,Kháng sinh (aminocyclitol)
Neupencap,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Neupogen,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu
