DrugName,ActiveIngredient,PageNumber
Ninzats,Cefuroxim,375
Ninzats 250,Cefuroxim,375
Ninzats 500,Cefuroxim,375
Niozacef,Cefazolin,343
Nisxil-500,Cefadroxil,332
Nitroglycerin,Glyceryl trinitrat,751
Nivirxone,Acid nalidixic,134
Nixki-20,Omeprazol,1080
Nizatidine,Nizatidin,1063
Nizoral,Ketoconazol,861
Nizoral cream,Ketoconazol,861
Nizoral shampoo,Ketoconazol,861
Noatanmine,Diphenhydramin,542
Nobesit 850,Metformin,955
Noblud,Cefpodoxim proxetil,363
Noblud 200,Cefpodoxim proxetil,363
Nocalzem,Diltiazem,533
Noclog,Clopidogrel,425
Noclot 75,Clopidogrel,425
Nodict,Naltrexon,1020
Nodizine,Arginin,205
Nofabri,Paracetamol,1118
Nofung,Fluconazol,666
Noklot,Clopidogrel,425
No-Lapin,Loratadin,923
Nolibic,Meloxicam,940
Nolvadex,Tamoxifen,1325
Nolvadex-D,Tamoxifen,1325
Nomigrain,Flunarizin,678
Nontamin-Extra,Diphenhydramin,542
Nontamin-Fort,Diphenhydramin,542
Noopi Piracetam,Piracetam,1159
Nooptropyl,Piracetam,1159
Nootripam 400,Piracetam,1159
Nootripam 800,Piracetam,1159
Nootropil,Piracetam,1159
Nootropyl,Piracetam,1159
Nopera,Cefoperazon natri,354
Nopetigo,Acid fusidic,129
Noradrenaline,Noradrenalin,1065
Noradrenaline Base Aguettant,Noradrenalin,1065
Noramoxical,Amoxicilin và kali clavulanat,192
Noramtec,Norfloxacin,1069
Noraquick 300,Gabapentin,705
Norbiotic,Norfloxacin,1069
Norcuron,Vancomycin,1455
Norepinephrin,Noradrenalin,1065
Norepinephrine,Noradrenalin,1065
Norfloxacin Tablets BP,Norfloxacin,1069
Norfloxacin Tablets USP,Norfloxacin,1069
Norgiecin,Norfloxacin,1069
Norlife,Norfloxacin,1069
Norlinco Caps,Lincomycin hydroclorid,905
Normacetam,Piracetam,1159
Normacetam 800,Piracetam,1159
Normodipine,Amlodipin,187
Noruxime 250,Cefuroxim,375
Noruxime 500,Cefuroxim,375
Norvir,Ritonavir,1251
Nostravin,Xylometazolin,1488
Notalium-UP,Domperidon,559
Notexon tab,Naltrexon,1020
Notrixum,Atracurium besylat,221
Novadril,Cefadroxil,332
Novadril-250 dry syrup,Cefadroxil,332
Novahist,Fexofenadin hydroclorid,657
Novalud,Tizanidin hydroclorid,1390
Novamet,Metronidazol,979
Novapime,Cefepim,348
Novapril 25,Captopril,314
Novazef,Cefazolin,343
Novazine,Paracetamol,1118
Noverry,Levonorgestrel,898
Novibutil,Terbutalin sulfat,1341
Novicefta 1000,Ceftazidim,368
Novilix 1500,Cefuroxim,375
Novitraxon,Ceftriaxon,371
Novocain,Procain hydroclorid,1183
Novocress,Levofloxacin,890
Novofen,Tamoxifen,1325
NovoMix 30 Flexpen,Insulin,810
Novotec-10,Alendronat natri,157
Novotec-70,Alendronat natri,157
Novoxim-500,Amoxicilin,188
Noxibel 30,Mirtazapin,993
Nudipyl,Piracetam,1159
Nudipyl 400,Piracetam,1159
Nudipyl 800,Piracetam,1159
Nufotin,Fluoxetin,684
Nugrel,Clopidogrel,425
Numed,Sulpirid,1314
Nupentin,Gabapentin,705
Nuradre 300,Gabapentin,705
Nuradre 400,Gabapentin,705
Nuril-5,Enalapril,582
Nuril-10,Enalapril,582
Nurodif,Cimetidin,389
Nurofen,Ibuprofen,786
Nurofen for children,Ibuprofen,786
Nusar-50,Losartan,927
Nyolol,Timolol (thuốc nhỏ mắt),1382
Nysa,Piroxicam,1160
Nyst Thuốc rơ miệng,Nystatin,1071
Nystafar,Nystatin,1071
Nystatab,Nystatin,1071
Nystatin,BKP - Nystatin,1071
Nystatin 100,Nystatin,1071
Obenasin Tab.,Ofloxacin,1076
Occumol,Timolol (thuốc nhỏ mắt),1382
Ocefacef 250,Cefadroxil,332
Ocefacef 500,Cefadroxil,332
Ocefib 300,Fenofibrat,652
Ocfo,Ofloxacin,1076
Ocid,Omeprazol,1080
Ocid I.V,Omeprazol,1080
Ocina Powder,Oxacilin natri,1090
Ocineye,Ofloxacin,1076
Octacin,Ofloxacin,1076
Octavic,Ofloxacin,1076
Octremon,Octreotid acetat,1072
Octreotide acetate,Octreotid acetat,1072
Octresendos,Octreotid acetat,1072
Octride 100,Octreotid acetat,1072
Oculotect Fluid,Povidon iod,1166
Ocutop,Tobramycin,1392
Odaft-150,Fluconazol,666
Odazipin,Cefixim,351
Odazipin-DT,Cefixim,351
Oestrogel,Estradiol,622
Of-200,Ofloxacin,1076
Ofbeat-200,Ofloxacin,1076
Ofbexim 100,Cefixim,351
Ofbexim 200,Cefixim,351
Ofbexim 400,Cefixim,351
Ofcin,Ofloxacin,1076
Oferdin-50,Ranitidin,1232
Ofialin,Ofloxacin,1076
Ofiss,Cefpodoxim proxetil,363
Ofiss 100,Cefpodoxim proxetil,363
Ofiss 200,Cefpodoxim proxetil,363
OF-IV,Ofloxacin,1076
Oflacin,Ofloxacin,1076
Oflazex,Ofloxacin,1076
Ofleye,Ofloxacin,1076
Ofleye Drop,Ofloxacin,1076
Oflicine,Ofloxacin,1076
Oflid,Ofloxacin,1076
Oflid 200,Ofloxacin,1076
Oflife,Ofloxacin,1076
OflloDHG,Ofloxacin,1076
Oflo Boston,Ofloxacin,1076
Oflomax,Ofloxacin,1076
Oflosun,Ofloxacin,1076
Oflotab,Ofloxacin,1076
Oflovid,Ofloxacin,1076
Ofloxacin DNA,Ofloxacin,1076
Ofloxacin SK,Ofloxacin,1076
Ofloxacin Stada,Ofloxacin,1076
Ofloxamarksans,Ofloxacin,1076
Ofnel Tab.,Gliclazid,729
Ofost,Oxytocin,1104
Ofoxin 200,Ofloxacin,1076
Oframax,Ceftriaxon,371
Oftabra,Tobramycin,1392
Oftan Timolol,Timolol (thuốc nhỏ mắt),1382
Ofus,Ofloxacin,1076
Ofxaquin,Ofloxacin,1076
Oganofolin,Ethinylestradiol,634
Ogecort Suspended Injection YY,Triamcinolon,1407
Okcixime 100,Cefixim,351
Okcixime 200,Cefixim,351
Okenxime,Cefixim,351
Okenxime 100,Cefixim,351
Okenxime 200,Cefixim,351
Oketo,Ketoprofen,865
Olafast 5,Olanzapin,1077
Olafast 10,Olanzapin,1077
Olandin,Olanzapin,1077
Olangim,Olanzapin,1077
Olanpin,Olanzapin,1077
Olanstad 5,Olanzapin,1077
Olanstad 10,Olanzapin,1077
Olanvipin-10,Olanzapin,1077
Olanxol,Olanzapin,1077
Olanzapine,Olanzapin,1077
Olanzapine OD,Olanzapin,1077
Olanzapro,Olanzapin,1077
Olcin,Levofloxacin,890
Oleanz,Olanzapin,1077
Oleanzrapitab 10,Olanzapin,1077
Oleanzrapitab 5,Olanzapin,1077
Olenz-10,Olanzapin,1077
Olesom,Ambroxol,175
Oliza- 5,Olanzapin,1077
Oliza- 10,Olanzapin,1077
Olmed,Olanzapin,1077
Oltha 10,Olanzapin,1077
Omag,20 - Omeprazol,1080
Omapin Forte,Omeprazol,1080
Omazolta,Omeprazol,1080
Omecid,Omeprazol,1080
Omecom,Omeprazol,1080
Omefar 40,Omeprazol,1080
Omegit,Omeprazol,1080
Omegut,Omeprazol,1080
Omeli,Xylometazolin,1488
Omemac-20,Omeprazol,1080
Omemarksans,Omeprazol,1080
OmepDHG,Omeprazol,1080
Omepraglobe,Omeprazol,1080
Omeprazol 20,Omeprazol,1080
Omeprazol G.E.S.,Omeprazol,1080
Omeprazol Stada,Omeprazol,1080
Omeprazol tvp,Omeprazol,1080
Omeprazole,Omeprazol,1080
Omeprazole,OM 20 - Omeprazol,1080
Oestrogel,Estradiol,622
Of-200,Ofloxacin,1076
Ofbeat-200,Ofloxacin,1076
Ofbexim 100,Cefixim,351
Ofbexim 200,Cefixim,351
Ofbexim 400,Cefixim,351
Ofcin,Ofloxacin,1076
Oferdin-50,Ranitidin,1232
Ofialin,Ofloxacin,1076
Ofiss,Cefpodoxim proxetil,363
Ofiss 100,Cefpodoxim proxetil,363
Ofiss 200,Cefpodoxim proxetil,363
OF-IV,Ofloxacin,1076
Oflacin,Ofloxacin,1076
Oflazex,Ofloxacin,1076
Ofleye,Ofloxacin,1076
Ofleye Drop,Ofloxacin,1076
Oflicine,Ofloxacin,1076
Oflid,Ofloxacin,1076
Oflid 200,Ofloxacin,1076
Oflife,Ofloxacin,1076
OflloDHG,Ofloxacin,1076
Oflo Boston,Ofloxacin,1076
Oflomax,Ofloxacin,1076
Oflosun,Ofloxacin,1076
Oflotab,Ofloxacin,1076
Oflovid,Ofloxacin,1076
Ofloxacin DNA,Ofloxacin,1076
Ofloxacin SK,Ofloxacin,1076
Ofloxacin Stada,Ofloxacin,1076
Ofloxamarksans,Ofloxacin,1076
Ofnel Tab.,Gliclazid,729
Ofost,Oxytocin,1104
Ofoxin 200,Ofloxacin,1076
Oframax,Ceftriaxon,371
Oftabra,Tobramycin,1392
Oftan Timolol,Timolol (thuốc nhỏ mắt),1382
Ofus,Ofloxacin,1076
Ofxaquin,Ofloxacin,1076
Oganofolin,Ethinylestradiol,634
Ogecort Suspended Injection YY,Triamcinolon,1407
Okcixime 100,Cefixim,351
Okcixime 200,Cefixim,351
Okenxime,Cefixim,351
Okenxime 100,Cefixim,351
Okenxime 200,Cefixim,351
Oketo,Ketoprofen,865
Olafast 5,Olanzapin,1077
Olafast 10,Olanzapin,1077
Olandin,Olanzapin,1077
Olangim,Olanzapin,1077
Olanpin,Olanzapin,1077
Olanstad 5,Olanzapin,1077
Olanstad 10,Olanzapin,1077
Olanvipin-10,Olanzapin,1077
Olanxol,Olanzapin,1077
Olanzapine,Olanzapin,1077
Olanzapine OD,Olanzapin,1077
Olanzapro,Olanzapin,1077
Olcin,Levofloxacin,890
Oleanz,Olanzapin,1077
Oleanzrapitab 10,Olanzapin,1077
Oleanzrapitab 5,Olanzapin,1077
Olenz-10,Olanzapin,1077
Olesom,Ambroxol,175
Oliza- 5,Olanzapin,1077
Oliza- 10,Olanzapin,1077
Olmed,Olanzapin,1077
Oltha 10,Olanzapin,1077
Omag,20 - Omeprazol,1080
Omapin Forte,Omeprazol,1080
Omazolta,Omeprazol,1080
Omecid,Omeprazol,1080
Omecom,Omeprazol,1080
Omefar 40,Omeprazol,1080
Omegit,Omeprazol,1080
Omegut,Omeprazol,1080
Omeli,Xylometazolin,1488
Omemac-20,Omeprazol,1080
Omemarksans,Omeprazol,1080
OmepDHG,Omeprazol,1080
Omepraglobe,Omeprazol,1080
Omeprazol 20,Omeprazol,1080
Omeprazol G.E.S.,Omeprazol,1080
Omeprazol Stada,Omeprazol,1080
Omeprazol tvp,Omeprazol,1080
Omeprazole,Omeprazol,1080
Omeprazole,OM 20 - Omeprazol,1080
Omeprazole Sodium,Omeprazol,1080
Omeprazole Stada,Omeprazol,1080
Omeprem 20,Omeprazol,1080
Omesel,Omeprazol,1080
Omesun 40,Omeprazol,1080
Omethepharm,Omeprazol,1080
Ometift,Omeprazol,1080
Omevingt,Omeprazol,1080
Omez,Omeprazol,1080
Omezon,Omeprazol,1080
Omgenix-20,Omeprazol,1080
Omicap,20 - Omeprazol,1080
Omicet,Cetirizin hydroclorid,381
Omlek-20,Omeprazol,1080
Omnihexol Inj. 300,Iohexol,830
Omnipaque,Iohexol,830
Ompral,Omeprazol,1080
Onandis,Thiamazol,1361
Onbrain Inj.,Piracetam,1159
Onchofin 250,Terbinafin hydroclorid,1340
Oncodocel,Docetaxel,555
Ondansetron Injection USP,Ondansetron,1082
Ondansetron-hameln,Ondansetron,1082
Ondavell,Ondansetron,1082
Ondem,Ondansetron,1082
Ondenset 4,Ondansetron,1082
Ondenset 8,Ondansetron,1082
Onegpazin 10,Olanzapin,1077
Onfran,Ondansetron,1082
Onglyza,Saxagliptin,1276
Onlizin,Xylometazolin,1488
Onszel,Ofloxacin,1076
Ooz-5,Olanzapin,1077
Ooz-10,Olanzapin,1077
OP. Carytin,Loratadin,923
Op. Viran,Aciclovir,114
OP.Chol,Paracetamol,1118
OP.Razol,Omeprazol,1080
Opeaka,Ketoconazol,861
Opeasprin,Acid acetylsalicylic,117
Opeatrop 250,Azithromycin,227
Opeatrop 500,Azithromycin,227
Opeazitro,Azithromycin,227
Opeazitro 250,Azithromycin,227
Opeazitro 500,Azithromycin,227
Opebroncho 100,Acetylcystein,111
Opebroncho 200,Acetylcystein,111
Opecartrim,Trimetazidin,1412
Opecipro 500,Ciprofloxacin,394
Opeclari,Clarithromycin,404
Opeclari 500,Clarithromycin,404
Opeclor,Cefaclor,329
Opeclozid,Hydroclorothiazid,777
Opecolic,Metoclopramid,973
Opeconazol,Tioconazol,1386
Opecosyl 2,Perindopril,1131
Opecosyl 4,Perindopril,1131
Opecosyl 8,Perindopril,1131
Opedolac,Ketorolac,867
Opedom,Domperidon,559
Opefloxim 400,Norfloxacin,1069
Opelan-5,Olanzapin,1077
Opelan-10,Olanzapin,1077
Opelevox 500,Levofloxacin,890
Opelodil,Loratadin,923
Opelomin 3,Ivermectin,851
Opelomin 6,Ivermectin,851
Opelovax,Aciclovir,114
Opelovax 200,Aciclovir,114
Opelovax 400,Aciclovir,114
Opemeflox,Pefloxacin mesylat,1124
Opemicozol,Miconazol,984
Opemicozol 200,Miconazol,984
Opemoxif,Moxifloxacin hydroclorid,1011
Opepanto,Pantoprazol,1115
Operidone,Domperidon,559
Operoxolid 50,Roxithromycin,1260
Opesartan,Losartan,927
Opesopril 5,Bisoprolol,264
Opesopril 2.5,Bisoprolol,264
Opesorbit,Sorbitol,1294
Opespira,Spiramycin,1299
Opesuma,Sucralfat,1310
Opetrypsin,Chymotrypsin,382
Opevalsart 80,Valsartan,1453
"Opezepam 0,5",Clonazepam,421
"Opezepam 1,0",Clonazepam,421
"Opezepam 2,0",Clonazepam,421
Opfibrat,Fenofibrat,652
Ophrazol Cap,Cefradin,366
Ophstar,Natri clorid,1030
Opicef 125,Cefadroxil,332
Opirasol,Omeprazol,1080
Opispas,Papaverin hydroclorid,1117
Opox-100DT,Cefpodoxim proxetil,363
Opox-200,Cefpodoxim proxetil,363
Oprazec,Omeprazol,1080
Opsama,Ceftriaxon,371
Opsame,Cefoperazon natri,354
Opsmecto,Diosmectit,541
Optamedic,Acid boric,123
Optamix,Natri clorid,1030
Optiacid,Famotidin,648
Optihata,Natri clorid,1030
Optiroxim,Cefuroxim,375
Oracap 20,Omeprazol,1080
Oracipon,Ciprofloxacin,394
Oracortia,Triamcinolon,1407
Oradef,Cefradin,366
Orafect,Cefixim,351
Orafixim 100,Cefixim,351
Orafort 200,Ofloxacin,1076
Oraldroxine,Cefadroxil,332
Oraldroxine 500,Cefadroxil,332
Oralfuxim 250,Cefuroxim,375
Oralfuxim 500,Cefuroxim,375
Oralme,Omeprazol,1080
Oralzicin 250,Azithromycin,227
Oralzicin 500,Azithromycin,227
Oramedi,Triamcinolon,1407
Oramep,Glimepirid,731
Orandil 5,Nicorandil,1053
Oraptic,Omeprazol,1080
Oratid,Cefaclor,329
Oratid 375,Cefaclor,329
Oratid-125DT,Cefaclor,329
Oratid-250 DT,Cefaclor,329
Oratid-500,Cefaclor,329
Orbidex,Dexamethason,500
Orcadex,Enalapril,582
Orcadex-10,Enalapril,582
Orcefta,Cefaclor,329
Orciprenaline sulfate,Orciprenalin sulfat,1084
Orelox,Cefpodoxim proxetil,363
Orenko,Cefixim,351
Orenter,Losartan,927
Oresol,Thuốc uống bù nước và điện giải,1374
Oresol 245,Thuốc uống bù nước và điện giải,1374
Oresol new,Thuốc uống bù nước và điện giải,1374
Orextra,Clopidogrel,425
Orfalore,Cefaclor,329
Orfalore-S,Cefaclor,329
Orgrinin,Arginin,205
Orgynax,Cefpodoxim proxetil,363
Orialis,Cefradin,366
Oribier,Acetylcystein,111
Oribron,Clozapin,455
Ori-decamin,Dexamethason,500
Oridoxime,Pralidoxim,1167
Orientfe,Cefpodoxim proxetil,363
Orientmax,Esomeprazol,619
Orifix 250,Cefuroxim,375
Orifixim,Cefixim,351
Orifuro,Cefuroxim,375
Orihepa,Tenofovir,1335
Orilope,Piracetam,1159
Orinase,Glimepirid,731
Oriphex,Cefalexin,334
Oriphospha,Nhôm phosphat,1048
Oripicin,Colchicin,461
Orirocin,Cefixim,351
Oritadin,Ribavirin,1240
Oritaren Injection “Oriental”,Diclofenac,515
Orlat,Triamcinolon,1407
Ormet- 200,Cefixim,351
Ormet-100,Cefixim,351
Ormyco,Fexofenadin hydroclorid,657
Ornidazole,Ornidazol,1086
Ornisid,Ornidazol,1086
Orokin 250,Clarithromycin,404
Orokin 500,Clarithromycin,404
Orovalat,Bacitracin,233
Orpase,Cefixim,351
Orprax,Cefadroxil,332
Orprole Tab.,Captopril,314
Orrepaste,Triamcinolon,1407
Opicef 125,Cefadroxil,332
Opirasol,Omeprazol,1080
Opispas,Papaverin hydroclorid,1117
Opox-100DT,Cefpodoxim proxetil,363
Opox-200,Cefpodoxim proxetil,363
Oprazec,Omeprazol,1080
Opsama,Ceftriaxon,371
Opsame,Cefoperazon natri,354
Opsmecto,Diosmectit,541
Optamedic,Acid boric,123
Optamix,Natri clorid,1030
Optiacid,Famotidin,648
Optihata,Natri clorid,1030
Optiroxim,Cefuroxim,375
Oracap 20,Omeprazol,1080
Oracipon,Ciprofloxacin,394
Oracortia,Triamcinolon,1407
Oradef,Cefradin,366
Orafect,Cefixim,351
Orafixim 100,Cefixim,351
Orafort 200,Ofloxacin,1076
Oraldroxine,Cefadroxil,332
Oraldroxine 500,Cefadroxil,332
Oralfuxim 250,Cefuroxim,375
Oralfuxim 500,Cefuroxim,375
Oralme,Omeprazol,1080
Oralzicin 250,Azithromycin,227
Oralzicin 500,Azithromycin,227
Oramedi,Triamcinolon,1407
Oramep,Glimepirid,731
Orandil 5,Nicorandil,1053
Oraptic,Omeprazol,1080
Oratid,Cefaclor,329
Oratid 375,Cefaclor,329
Oratid-125DT,Cefaclor,329
Oratid-250 DT,Cefaclor,329
Oratid-500,Cefaclor,329
Orbidex,Dexamethason,500
Orcadex,Enalapril,582
Orcadex-10,Enalapril,582
Orcefta,Cefaclor,329
Orciprenaline sulfate,Orciprenalin sulfat,1084
Orelox,Cefpodoxim proxetil,363
Orenko,Cefixim,351
Orenter,Losartan,927
Oresol,Thuốc uống bù nước và điện giải,1374
Oresol 245,Thuốc uống bù nước và điện giải,1374
Oresol new,Thuốc uống bù nước và điện giải,1374
Orextra,Clopidogrel,425
Orfalore,Cefaclor,329
Orfalore-S,Cefaclor,329
Orgrinin,Arginin,205
Orgynax,Cefpodoxim proxetil,363
Orialis,Cefradin,366
Oribier,Acetylcystein,111
Oribron,Clozapin,455
Ori-decamin,Dexamethason,500
Oridoxime,Pralidoxim,1167
Orientfe,Cefpodoxim proxetil,363
Orientmax,Esomeprazol,619
Orifix 250,Cefuroxim,375
Orifixim,Cefixim,351
Orifuro,Cefuroxim,375
Orihepa,Tenofovir,1335
Orilope,Piracetam,1159
Orinase,Glimepirid,731
Oriphex,Cefalexin,334
Oriphospha,Nhôm phosphat,1048
Oripicin,Colchicin,461
Orirocin,Cefixim,351
Oritadin,Ribavirin,1240
Oritaren Injection “Oriental”,Diclofenac,515
Orlat,Triamcinolon,1407
Ormet- 200,Cefixim,351
Ormet-100,Cefixim,351
Ormyco,Fexofenadin hydroclorid,657
Ornidazole,Ornidazol,1086
Ornisid,Ornidazol,1086
Orokin 250,Clarithromycin,404
Orokin 500,Clarithromycin,404
Orovalat,Bacitracin,233
Orpase,Cefixim,351
Orprax,Cefadroxil,332
Orprole Tab.,Captopril,314
Orrepaste,Triamcinolon,1407
ORS,Thuốc uống bù nước và điện giải,1374
Orthomacs 7.5,Meloxicam,940
Ortigan,Alendronat natri,157
Osacadi 100,Atenolol,219
Osacadi 50,Atenolol,219
Osafovir,Aciclovir,114
Osagoute,Colchicin,461
Osaka-Cefuroxime 125,Cefuroxim,375
Osalium,Flunarizin,678
Osaphine,Morphin sulfat,1005
Osaphine C10,Morphin sulfat,1005
Osaphine C30,Morphin sulfat,1005
Osaphine T10,Morphin sulfat,1005
Osarinol,Alopurinol,162
Osarox Dry,Cefpodoxim proxetil,363
Osarox-100,Cefpodoxim proxetil,363
"Osavix 1,2G",Amoxicilin,188
Osavix dry powder,Amoxicilin và kali clavulanat,192
Osazit oral,Azithromycin,227
Oscamicin,Vancomycin,1455
Oscilin-F,Phenoxymethylpenicilin,1138
Oselle,Omeprazol,1080
Osetron,Ondansetron,1082
Osetron,Ondansetron,1082
Osiafra,Cefepim,348
Osla,Natri clorid,1030
Osla baby,Natri clorid,1030
Osmadol,Tramadol hydroclorid,1400
Osmadol C50,Tramadol hydroclorid,1400
Ospamox,Amoxicilin,188
Ospen 1000,Phenoxymethylpenicilin,1138
Ospolot 250,Etamsylat,630
Ospolot 500,Etamsylat,630
Oss,Alendronat natri,157
Ossomaxe Tab,Alendronat natri,157
Ossoneo,Alendronat natri,157
Ostecox,Celecoxib,379
Ostemax 70 comfort,Alendronat natri,157
Osteopor 70,Alendronat natri,157
Osteotis 5,Alendronat natri,157
Osteotis 10,Alendronat natri,157
Osteotis 70,Alendronat natri,157
Ostomir,Alendronat natri,157
Oszole,Rabeprazol,1228
Otamid,Cefuroxim,375
Otdin,Xylometazolin,1488
Otiden 10,Epirubicin hydroclorid,597
Otiden 50,Epirubicin hydroclorid,597
Otilin,Xylometazolin,1488
Otrivin,Xylometazolin,1488
Otuna,Selen sulfid,1282
Ovaba,Gabapentin,705
Ovadiol,Estradiol,622
Ovalax,Bisacodyl,262
Ovenka,Ambroxol,175
Overval 40,Valsartan,1453
Ovestin,Estriol,626
Ovestin Pessaries,Estriol,626
Ovibar Tab,Ofloxacin,1076
Ovophene,Clomiphen,416
Ovuclon,Clomiphen,416
Oxacilin,Oxacilin natri,1090
Oxacillin,Oxacilin natri,1090
Oxacillin sodium,Oxacilin natri,1090
Oxafar,Ofloxacin,1076
Oxafok,Ofloxacin,1076
Oxalepsy,Oxcarbazepin,1096
Oxalip,Oxaliplatin,1092
Oxalipen,Oxacilin natri,1090
Oxaliplatin,Oxaliplatin,1092
Oxaliplatin “Ebewe”,Oxaliplatin,1092
Oxaliplatin Hospira,Oxaliplatin,1092
Oxaltie 50,Oxaliplatin,1092
Oxaltie 100,Oxaliplatin,1092
Oxamark 500,Oxacilin natri,1090
Oxamik Inj,Octreotid acetat,1072
Oxamniquine,Oxamniquin,1095
Oxannak,Tobramycin,1392
Oxaplat,Oxaliplatin,1092
Oxarich,Oxaliplatin,1092
Oxatalis,Oxacilin natri,1090
Oxcarbazepine,Oxcarbazepin,1096
Oxciu,Ofloxacin,1076
Oxedep,Fluoxetin,684
Oxeflu Cap,Fluoxetin,684
Oxicin 150,Roxithromycin,1260
Oxifide 200,Cefpodoxim proxetil,363
Oxigreen,Fluoxetin,684
Oxnas,Amoxicilin và kali clavulanat,192
Oxnas duo,Amoxicilin và kali clavulanat,192
Oxtapin,Oxaliplatin,1092
Oxxol,Natri clorid,1030
Oxy 5,Benzoyl peroxid,246
Oxy 10,Benzoyl peroxid,246
Oxy cover,Benzoyl peroxid,246
Oxybenzone,Oxybenzon,1098
Oxylpan,Oxytocin,1104
Oxytetracycline,Oxytetracyclin,1102
Oxytocine-Mez,Oxytocin,1104
Ozadep,Clozapin,455
Ozaloc,Omeprazol,1080
Ozapine 10,Olanzapin,1077
Ozia Canazol vaginal tab.,Clotrimazol,452
Oziatidin,Loratadin,923
Ozip-5,Olanzapin,1077
Ozirmox 500,Amoxicilin,188
Ozurdex,Dexamethason,500
Pacegan,Paracetamol,1118
Pacific Ketoprofen,Ketoprofen,865
Paciflam,Midazolam,986
Pacimol 150,Paracetamol,1118
Paclirich,Paclitaxel,1105
Paclitaxel “Ebewe”,Paclitaxel,1105
Paclitaxel Servycal 100,Paclitaxel,1105
Paclitaxel Servycal 30,Paclitaxel,1105
Paclitaxel Stragen,Paclitaxel,1105
Paclitaxelum Actavis,Paclitaxel,1105
Paclitaxin,Paclitaxel,1105
Pactose tab.,Pioglitazon,1151
Padexol,Paclitaxel,1105
Padib Tab.,Metformin,955
Padiozin,Ceftazidim,368
Pafusion,Paracetamol,1118
Pagalin,Pregabalin,1176
Pagalin 150,Pregabalin,1176
Paglined,Pioglitazon,1151
Painfree,Ibuprofen,786
Painlac,Ketorolac,867
Painlac F.C.,Ketorolac,867
Painles,Ketorolac,867
Pajion,Betamethason,252
Palexus,Imidapril,797
Pamatase inj.,Methylprednisolon,969
Pamidronat disodium,Pamidronat,1109
Pamidronate,Pamidronat,1109
Pamidronate Acetate,Pamidronat,1109
Pamidronate disodium,Pamidronat,1109
"Pamidstad 2,5",Indapamid,804
Pamlonor,Amlodipin,187
Pamoldon Extra,Paracetamol,1118
Pampara,Pralidoxim,1167
Panactol,Paracetamol,1118
Panactol 650,Paracetamol,1118
Panadol,Paracetamol,1118
Panadol Children,Paracetamol,1118
Panaflex,Diclofenac,515
Panaflex Gel,Diclofenac,515
Panalcox-100,Celecoxib,379
Panalcox-200,Celecoxib,379
Panalganeffer,Paracetamol,1118
Panalganeffer 500,Paracetamol,1118
Panataxel,Paclitaxel,1105
Panatel-125,Pyrantel,1213
Panbicort,Triamcinolon,1407
Pancidol,Paracetamol,1118
Pandatox,Cefpodoxim proxetil,363
Pandatox 200,Cefpodoxim proxetil,363
Pandonam,Pantoprazol,1115
Panewic,Loperamid,918
Panfor SR-1000,Metformin,955
Panfor SR-500,Metformin,955
Panlase 10,Nifedipin,1056
PanOxyl,Benzoyl peroxid,246
Panrin,Famotidin,648
Pantagi,Pantoprazol,1115
Pantonew,Pantoprazol,1115
Pantopil,Pantoprazol,1115
Pantoprazole,Pantoprazol,1115
Pantoprazole Stada,Pantoprazol,1115
Pantostad 20,Pantoprazol,1115
Oxnas,Amoxicilin và kali clavulanat,192
Oxnas duo,Amoxicilin và kali clavulanat,192
Oxtapin,Oxaliplatin,1092
Oxxol,Natri clorid,1030
Oxy 5,Benzoyl peroxid,246
Oxy 10,Benzoyl peroxid,246
Oxy cover,Benzoyl peroxid,246
Oxybenzone,Oxybenzon,1098
Oxylpan,Oxytocin,1104
Oxytetracycline,Oxytetracyclin,1102
Oxytocine-Mez,Oxytocin,1104
Ozadep,Clozapin,455
Ozaloc,Omeprazol,1080
Ozapine 10,Olanzapin,1077
Ozia Canazol vaginal tab.,Clotrimazol,452
Oziatidin,Loratadin,923
Ozip-5,Olanzapin,1077
Ozirmox 500,Amoxicilin,188
Ozurdex,Dexamethason,500
Pacegan,Paracetamol,1118
Pacific Ketoprofen,Ketoprofen,865
Paciflam,Midazolam,986
Pacimol 150,Paracetamol,1118
Paclirich,Paclitaxel,1105
Paclitaxel “Ebewe”,Paclitaxel,1105
Paclitaxel Servycal 100,Paclitaxel,1105
Paclitaxel Servycal 30,Paclitaxel,1105
Paclitaxel Stragen,Paclitaxel,1105
Paclitaxelum Actavis,Paclitaxel,1105
Paclitaxin,Paclitaxel,1105
Pactose tab.,Pioglitazon,1151
Padexol,Paclitaxel,1105
Padib Tab.,Metformin,955
Padiozin,Ceftazidim,368
Pafusion,Paracetamol,1118
Pagalin,Pregabalin,1176
Pagalin 150,Pregabalin,1176
Paglined,Pioglitazon,1151
Painfree,Ibuprofen,786
Painlac,Ketorolac,867
Painlac F.C.,Ketorolac,867
Painles,Ketorolac,867
Pajion,Betamethason,252
Palexus,Imidapril,797
Pamatase inj.,Methylprednisolon,969
Pamidronat disodium,Pamidronat,1109
Pamidronate,Pamidronat,1109
Pamidronate Acetate,Pamidronat,1109
Pamidronate disodium,Pamidronat,1109
"Pamidstad 2,5",Indapamid,804
Pamlonor,Amlodipin,187
Pamoldon Extra,Paracetamol,1118
Pampara,Pralidoxim,1167
Panactol,Paracetamol,1118
Panactol 650,Paracetamol,1118
