DrugName,ActiveIngredient,PageNumber,Category,Is_Prescription
Noclot 75,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Nodict,Naltrexon,1020,Thuốc giải độc; thuốc đối kháng opiat,False
Nodizine,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Nofabri,Paracetamol,1118,Giảm đau; hạ sốt,False
Nofung,Fluconazol,666,Chống nấm,False
Noklot,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
No-Lapin,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h",False
Nolibic,Meloxicam,940,Thuốc chống viêm không steroid,True
Nolvadex,Tamoxifen,1325,Thuốc chống ung thư,True
Nolvadex-D,Tamoxifen,1325,Thuốc chống ung thư,True
Nomigrain,Flunarizin,678,Thuốc chẹn kênh calci,False
Nontamin-Extra,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Nontamin-Fort,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Noopi Piracetam,Piracetam,1159,Thuốc trị giun,False
Nooptropyl,Piracetam,1159,Thuốc trị giun,False
Nootripam 400,Piracetam,1159,Thuốc trị giun,False
Nootripam 800,Piracetam,1159,Thuốc trị giun,False
Nootropil,Piracetam,1159,Thuốc trị giun,False
Nootropyl,Piracetam,1159,Thuốc trị giun,False
Nopera,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,True
Nopetigo,Acid fusidic,129,"Vitamin nhóm b, chất dinh dưỡng",False
Noradrenaline,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,True
Noradrenaline Base Aguettant,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,True
Noramoxical,Amoxicilin và kali clavulanat,192,Kháng sinh,True
Noramtec,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Noraquick 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Norbiotic,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Norcuron,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Norepinephrin,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,True
Norepinephrine,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,True
Norfloxacin Tablets BP,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Norfloxacin Tablets USP,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Norgiecin,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Norlife,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Norlinco Caps,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Normacetam,Piracetam,1159,Thuốc trị giun,False
Normacetam 800,Piracetam,1159,Thuốc trị giun,False
Normodipine,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",True
Noruxime 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Noruxime 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Norvir,Ritonavir,1251,Thuốc kháng virus,True
Nostravin,Xylometazolin,1488,"Chống sung huyết, chống ngạt mũi",False
Notalium-UP,Domperidon,559,Thuốc nhuận tràng làm mềm phân,False
Notexon tab,Naltrexon,1020,Thuốc giải độc; thuốc đối kháng opiat,False
Notrixum,Atracurium besylat,221,Thuốc phong bế thần kinh - cơ không khử cực,True
Novadril,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Novadril-250 dry syrup,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Novahist,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Novalud,Tizanidin hydroclorid,1390,"Giãn cơ xương, tác động hệ tktw",False
Novamet,Metronidazol,979,Thuốc diệt giun sán,False
Novapime,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,True
Novapril 25,Captopril,314,Thuốc ức chế men chuyển,False
Novazef,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,True
Novazine,Paracetamol,1118,Giảm đau; hạ sốt,False
Noverry,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Novibutil,Terbutalin sulfat,1341,"Thuốc chống nấm, dẫn chất allylamin",False
Novicefta 1000,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Novilix 1500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Novitraxon,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Novocain,Procain hydroclorid,1183,Thuốc gây tê,False
Novocress,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Novofen,Tamoxifen,1325,Thuốc chống ung thư,True
NovoMix 30 Flexpen,Insulin,810,"Hormon làm hạ glucose máu, hormon chống đái tháo",True
Novotec-10,Alendronat natri,157,Chất ức chế tiêu xương,False
Novotec-70,Alendronat natri,157,Chất ức chế tiêu xương,False
Novoxim-500,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Noxibel 30,Mirtazapin,993,Thuốc chống trầm cảm,True
Nudipyl,Piracetam,1159,Thuốc trị giun,False
Nudipyl 400,Piracetam,1159,Thuốc trị giun,False
Nudipyl 800,Piracetam,1159,Thuốc trị giun,False
Nufotin,Fluoxetin,684,Chống trầm cảm,True
Nugrel,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Numed,Sulpirid,1314,Thuốc chống loạn thần,True
Nupentin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Nuradre 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Nuradre 400,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",True
Nuril-5,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",True
Nuril-10,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",True
Nurodif,Cimetidin,389,"Thuốc ức chế kết tập tiểu cầu và giãn mạch, thuốc ức",False
Nurofen,Ibuprofen,786,Thuốc chống viêm không steroid,True
Nurofen for children,Ibuprofen,786,Thuốc chống viêm không steroid,True
Nusar-50,Losartan,927,Chất đối kháng thụ thể at,False
Nyolol,Timolol (thuốc nhỏ mắt),1382,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Nysa,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),True
Nyst Thuốc rơ miệng,Nystatin,1071,Thuốc chống nấm,True
Nystafar,Nystatin,1071,Thuốc chống nấm,True
Nystatab,Nystatin,1071,Thuốc chống nấm,True
Nystatin,BKP - Nystatin,1071,Thuốc chống nấm,True
Nystatin 100,Nystatin,1071,Thuốc chống nấm,True
Obenasin Tab.,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Occumol,Timolol (thuốc nhỏ mắt),1382,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Ocefacef 250,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Ocefacef 500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Ocefib 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Ocfo,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ocid,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Ocid I.V,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Ocina Powder,Oxacilin natri,1090,Kháng sinh; penicilin kháng penicilinase; isoxazolyl,True
Ocineye,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Octacin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Octavic,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Octremon,Octreotid acetat,1072,"Polypeptid tổng hợp ức chế tăng trưởng, tương tự",False
Octreotide acetate,Octreotid acetat,1072,"Polypeptid tổng hợp ức chế tăng trưởng, tương tự",False
Octresendos,Octreotid acetat,1072,"Polypeptid tổng hợp ức chế tăng trưởng, tương tự",False
Octride 100,Octreotid acetat,1072,"Polypeptid tổng hợp ức chế tăng trưởng, tương tự",False
Oculotect Fluid,Povidon iod,1166,Sát khuẩn,False
Ocutop,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,True
Odaft-150,Fluconazol,666,Chống nấm,False
Odazipin,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Odazipin-DT,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Oestrogel,Estradiol,622,Hormon estrogen,True
Of-200,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofbeat-200,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofbexim 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Ofbexim 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Ofbexim 400,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Ofcin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oferdin-50,Ranitidin,1232,Đối kháng thụ thể h2 histamin,False
Ofialin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofiss,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Ofiss 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Ofiss 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
OF-IV,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflacin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflazex,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofleye,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofleye Drop,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflicine,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflid,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflid 200,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflife,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
OflloDHG,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflo Boston,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflomax,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflosun,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflotab,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflovid,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofloxacin DNA,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofloxacin SK,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofloxacin Stada,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofloxamarksans,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofnel Tab.,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Ofost,Oxytocin,1104,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,True
Ofoxin 200,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oframax,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Oftabra,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,True
Oftan Timolol,Timolol (thuốc nhỏ mắt),1382,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Ofus,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofxaquin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oganofolin,Ethinylestradiol,634,Estrogen tổng hợp,False
Ogecort Suspended Injection YY,Triamcinolon,1407,Glucocorticoid,True
Okcixime 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Okcixime 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Okenxime,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Okenxime 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Okenxime 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Oketo,Ketoprofen,865,Thuốc chống viêm không steroid (nsaid),True
Olafast 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olafast 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olandin,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olangim,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanpin,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanstad 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanstad 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanvipin-10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanxol,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanzapine,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanzapine OD,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanzapro,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olcin,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Oleanz,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Oleanzrapitab 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Oleanzrapitab 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olenz-10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olesom,Ambroxol,175,Thuốc long đờm,False
Oliza- 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Oliza- 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olmed,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Oltha 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Omag,20 - Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omapin Forte,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omazolta,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omecid,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omecom,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omefar 40,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omegit,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omegut,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omeli,Xylometazolin,1488,"Chống sung huyết, chống ngạt mũi",False
Omemac-20,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omemarksans,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
OmepDHG,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omepraglobe,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omeprazol 20,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omeprazol G.E.S.,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omeprazol Stada,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omeprazol tvp,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omeprazole,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omeprazole,OM 20 - Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Oestrogel,Estradiol,622,Hormon estrogen,True
Of-200,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofbeat-200,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofbexim 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Ofbexim 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Ofbexim 400,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Ofcin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oferdin-50,Ranitidin,1232,Đối kháng thụ thể h2 histamin,False
Ofialin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofiss,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Ofiss 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Ofiss 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
OF-IV,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflacin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflazex,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofleye,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofleye Drop,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflicine,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflid,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflid 200,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflife,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
OflloDHG,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflo Boston,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflomax,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflosun,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflotab,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oflovid,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofloxacin DNA,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofloxacin SK,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofloxacin Stada,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofloxamarksans,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofnel Tab.,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Ofost,Oxytocin,1104,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,True
Ofoxin 200,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oframax,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Oftabra,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,True
Oftan Timolol,Timolol (thuốc nhỏ mắt),1382,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Ofus,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Ofxaquin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Oganofolin,Ethinylestradiol,634,Estrogen tổng hợp,False
Ogecort Suspended Injection YY,Triamcinolon,1407,Glucocorticoid,True
Okcixime 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Okcixime 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Okenxime,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Okenxime 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Okenxime 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Oketo,Ketoprofen,865,Thuốc chống viêm không steroid (nsaid),True
Olafast 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olafast 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olandin,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olangim,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanpin,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanstad 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanstad 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanvipin-10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanxol,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanzapine,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanzapine OD,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olanzapro,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olcin,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Oleanz,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Oleanzrapitab 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Oleanzrapitab 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olenz-10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olesom,Ambroxol,175,Thuốc long đờm,False
Oliza- 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Oliza- 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Olmed,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Oltha 10,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Omag,20 - Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omapin Forte,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omazolta,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omecid,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omecom,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omefar 40,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omegit,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omegut,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omeli,Xylometazolin,1488,"Chống sung huyết, chống ngạt mũi",False
Omemac-20,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Omemarksans,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
OmepDHG,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
