DrugName,ActiveIngredient,PageNumber,Category,Is_Prescription
Nagozole,Fluconazol,666,Chống nấm,False
Nairet,Terbutalin sulfat,1341,"Thuốc chống nấm, dẫn chất allylamin",False
Najuson Tabs.,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h",False
Nakai,Clindamycin,407,Kháng sinh họ lincosamid,False
Nakinase Inj,Urokinase,1419,"Thuốc da liễu, lợi tiểu thẩm thấu",False
Nakonol,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Nalapran,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",False
Nalibigra 500,Acid nalidixic,134,"Vì vậy, không trộn",True
Nalicid,Acid nalidixic,134,"Vì vậy, không trộn",True
Nalidixic,Acid nalidixic,134,"Vì vậy, không trộn",True
Nalidixic acid,Acid nalidixic,134,"Vì vậy, không trộn",True
Nalidixic Acid Tablet IP,Acid nalidixic,134,"Vì vậy, không trộn",True
Naligram,Acid nalidixic,134,"Vì vậy, không trộn",True
Nalocif,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,False
Nalordia,Metformin,955,Thuốc giải độc,False
Naloxone,Naloxon,1018,Thuốc đối kháng opiat; thuốc giải độc opiat,False
Naloxone-hameln,Naloxon,1018,Thuốc đối kháng opiat; thuốc giải độc opiat,False
Naltre-50,Naltrexon,1020,Thuốc giải độc; thuốc đối kháng opiat,False
Naltrexone,Naltrexon,1020,Thuốc giải độc; thuốc đối kháng opiat,False
Naluzole,Fluconazol,666,Chống nấm,False
Naofaramin,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Napain,Acid nalidixic,134,"Vì vậy, không trộn",True
Napecolin,Clindamycin,407,Kháng sinh họ lincosamid,False
Naphadocin,Doxycyclin,573,Kháng sinh nhóm tetracyclin,False
Naphalevo,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Naphanor,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Napharangan,Paracetamol,1118,Giảm đau; hạ sốt,False
Napharthyrox,Levothyroxin,900,Hormon tuyến giáp,False
Naphazolin MKP,Naphazolin,1023,"Tản huyết, giảm sung huyết mũi, mắt",False
Naphazoline,Naphazolin,1023,"Tản huyết, giảm sung huyết mũi, mắt",False
Napincure-10,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Napincure-20,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Napocef,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Naporexil-275,Naproxen,1024,Thuốc chống viêm không steroid,False
Naprofar,Naproxen,1024,Thuốc chống viêm không steroid,False
Naptogast 20,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị",False
Naptogast 40,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị",False
Narcutin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Narigi-250,Naproxen,1024,Thuốc chống viêm không steroid,False
Narigi-500,Naproxen,1024,Thuốc chống viêm không steroid,False
Narita,Budesonid,274,Glucocorticoid hít,False
Nariz 5,Flunarizin,678,Thuốc chẹn kênh calci,False
Narofil,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",False
Naroxol,Ambroxol,175,Thuốc long đờm,False
Nasiflu-GW,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Naslim,Calcitonin,301,"Thuốc điều trị vảy nến (dùng ngoài), dẫn chất vitamin",False
Nasonex,Mometason furoat,1003,Thuốc kích thích dòng bạch cầu hạt - đại thực bào,False
Natacare,Natamycin,1026,Thuốc chống nấm (tại chỗ),False
Natacina,Natamycin,1026,Thuốc chống nấm (tại chỗ),False
Natafree,Piracetam,1159,Thuốc trị giun,False
Natamocin,Natamycin,1026,Thuốc chống nấm (tại chỗ),False
Natasan,Natamycin,1026,Thuốc chống nấm (tại chỗ),False
Nat-D,Vitamin D và các thuốc tương tự,1475,Vitamin hòa tan trong mỡ,False
Natopherol,Alpha tocopherol,165,Vitamin,False
Natri clorid F.T,Natri clorid,1030,Cung cấp chất điện giải,False
Natural Vitamin E400 TR-G,Alpha tocopherol,165,Vitamin,False
Naturimine 50,Dimenhydrinat,536,"Thuốc kháng histamin (h1) gây ngủ, thế hệ thứ nhất",False
Nautamine,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Navacarzol,Carbimazol,323,"Thuốc kháng giáp, dẫn chất thioimidazol",False
Navadiab,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Navamin 500,Metformin,955,Thuốc giải độc,False
Navamin 1000,Metformin,955,Thuốc giải độc,False
Navedro Eye Drops,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Navelbine,Vinorelbin tartrat,1472,Thuốc chống ung thư,False
Nawazit,Azithromycin,227,Thuốc kháng sinh,False
Nawotax,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Nawtenim,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Naxenfen,Naproxen,1024,Thuốc chống viêm không steroid,False
Nazoster,Mometason furoat,1003,Thuốc kích thích dòng bạch cầu hạt - đại thực bào,False
Nccep,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
NDC,Aciclovir 200 - Aciclovir,114,Thuốc chống virus,False
NDC,Allopurinol 300 - Alopurinol,162,Thuốc chống gút,False
NDC-Alverin,Alverin citrat,172,Chống co thắt cơ trơn,False
NDC-Amlodipin 5,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",False
NDC-Atenolol 50,Atenolol,219,Chất hấp phụ chống ỉa chảy,False
chế HMG,CoA reductase,285,"Chống co thắt, kháng muscarinic",False
chế HMG,CoA reductase,285,"Chống co thắt, kháng muscarinic",False
NDC,Clarithromycin - Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,False
NDC,Clindamycin 150 - Clindamycin,407,Kháng sinh họ lincosamid,False
NDC-Ciprofloxacin,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
NDC-Diclofenac 50,Diclofenac,515,Thuốc chống viêm không steroid,False
NDC-Enalapril 5,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",False
NDC-Enalapril 10,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",False
NDC-Erythromycin 250,Erythromycin,607,Kháng sinh nhóm macrolid,False
NDC-Gliclazid 80,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
NDC-Loperamid,Loperamid,918,Thuốc trị ỉa chảy,False
NDC-Meloxicam 15,Meloxicam,940,Thuốc chống viêm không steroid,False
NDC-Metformin 500,Metformin,955,Thuốc giải độc,False
NDC-Metronidazol 250,Metronidazol,979,Thuốc diệt giun sán,False
NDC-Piroxicam 20,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
NDC-Propranolol,Propranolol,1203,Chẹn beta adrenergic,False
NDC-Tinidazol,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Neazi,Azithromycin,227,Thuốc kháng sinh,False
Nebido,Testosteron,1344,Hormon sinh dục nam (androgen),False
Nebra,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Necaral-2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Necpime,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,False
Nectram,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Nedomir-25,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Nedomir-50,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Nedomir-100,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Nefazan,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Nefian,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
Nefiaso,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Nefiprazol,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Nefitaz,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Nefithio,Ethionamid,636,Thuốc chống lao,False
Nefizoline,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,False
Nefsan 10,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nefsan 5,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Negacef,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Negacef 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Negacef 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Negaflox,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Negatidazol,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Negradixid,Acid nalidixic,134,"Vì vậy, không trộn",True
Negrative,Acid nalidixic,134,"Vì vậy, không trộn",True
Neklitro-500,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,False
Nelabocin,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Nelfinavir mesilate,Nelfinavir mesilat,1035,Thuốc giải độc,False
Nelidevi,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,False
Nelticine Inj,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,False
Neltistil Inj.,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,False
Nenvofam,Famotidin,648,Đối kháng thụ thể histamin h,False
Neo-Allerfar,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Neocam,Meloxicam,940,Thuốc chống viêm không steroid,False
Neocexone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Neocin,Neomycin,1038,Kháng sinh nhóm aminoglycosid,False
Neoforazone,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,False
Neofoxime,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Neomycin,Euvipharm - Neomycin,1038,Kháng sinh nhóm aminoglycosid,False
Neo-Pyrazon,Diclofenac,515,Thuốc chống viêm không steroid,False
Neopyrin AM/AM,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin GR/GR,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin PK/PK,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin WH/AM,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin WH/GR,Paracetamol,1118,Giảm đau; hạ sốt,False
Neordac 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Neordac 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Neoroxime,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Neostigmine,Neostigmin,1039,Kháng sinh nhóm aminoglycosid,False
Neostigmine-hameln,Neostigmin,1039,Kháng sinh nhóm aminoglycosid,False
Neostoguard,Sulpirid,1314,Thuốc chống loạn thần,False
Neotabine Inj,Gemcitabin hydroclorid,716,"Thuốc chống ung thư, nhóm chống chuyển hóa,",False
Neotabine Inj,Gemcitabin hydroclorid,716,"Thuốc chống ung thư, nhóm chống chuyển hóa,",False
Neotazin,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Neotazin MR,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Neounixan Inj.,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Neozith 250,Azithromycin,227,Thuốc kháng sinh,False
Nepar- 10,Alendronat natri,157,Chất ức chế tiêu xương,False
Nepatic,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Nepotel-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Nepotel-200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Neprox-100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Neprox-200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Nerbavex,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Nergamdicin,Acid nalidixic,134,"Vì vậy, không trộn",True
Neriman,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,False
Nertrobiine,Piracetam,1159,Thuốc trị giun,False
Nervetam,Piracetam,1159,Thuốc trị giun,False
Nesamid inj.,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Nescine-400,Cimetidin,389,"Thuốc ức chế kết tập tiểu cầu và giãn mạch, thuốc ức",False
Nesfulvin-250,Griseofulvin,758,"Chống nấm, dùng đường uống",False
Nesfulvin-500,Griseofulvin,758,"Chống nấm, dùng đường uống",False
Nesmet,Metformin,955,Thuốc giải độc,False
Nesmox,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",False
Nesmox-250,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",False
Nesmox-500,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",False
Nestoflox,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Nestromycin-250,Erythromycin,607,Kháng sinh nhóm macrolid,False
Netlisan,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,False
Netromycin tiêm,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,False
Neubatel,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Neumomicid,Spiramycin,1299,Kháng sinh (aminocyclitol),False
Neupencap,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Neupogen,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu,False
Neuprolox,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Neurica-100,Pregabalin,1176,"Thuốc chống co giật, thuốc giảm đau",False
Neurica-75,Pregabalin,1176,"Thuốc chống co giật, thuốc giảm đau",False
NeuroBPlus-B1,Thiamin,1363,Vitamin,False
Neurobrain 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Neurocetam-400,Piracetam,1159,Thuốc trị giun,False
Neurocetam-800,Piracetam,1159,Thuốc trị giun,False
Neurofit,Piracetam,1159,Thuốc trị giun,False
Neurofit Forte,Piracetam,1159,Thuốc trị giun,False
Neurogesic 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Neurogopen,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Neurohadine,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Neuronstad,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Neurontin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Neuropentin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Nefian,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
Nefiaso,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Nefiprazol,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Nefitaz,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Nefithio,Ethionamid,636,Thuốc chống lao,False
Nefizoline,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,False
Nefsan 10,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Nefsan 5,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Negacef,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Negacef 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Negacef 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Negaflox,Norfloxacin,1069,Thuốc tránh thai; progestin,False
Negatidazol,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Negradixid,Acid nalidixic,134,"Vì vậy, không trộn",True
Negrative,Acid nalidixic,134,"Vì vậy, không trộn",True
Neklitro-500,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,False
Nelabocin,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Nelfinavir mesilate,Nelfinavir mesilat,1035,Thuốc giải độc,False
Nelidevi,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,False
Nelticine Inj,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,False
Neltistil Inj.,Netilmicin,1042,Kháng sinh nhóm aminoglycosid,False
Nenvofam,Famotidin,648,Đối kháng thụ thể histamin h,False
Neo-Allerfar,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể,False
Neocam,Meloxicam,940,Thuốc chống viêm không steroid,False
Neocexone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Neocin,Neomycin,1038,Kháng sinh nhóm aminoglycosid,False
Neoforazone,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,False
Neofoxime,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Neomycin,Euvipharm - Neomycin,1038,Kháng sinh nhóm aminoglycosid,False
Neo-Pyrazon,Diclofenac,515,Thuốc chống viêm không steroid,False
Neopyrin AM/AM,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin GR/GR,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin PK/PK,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin WH/AM,Paracetamol,1118,Giảm đau; hạ sốt,False
Neopyrin WH/GR,Paracetamol,1118,Giảm đau; hạ sốt,False
Neordac 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Neordac 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Neoroxime,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Neostigmine,Neostigmin,1039,Kháng sinh nhóm aminoglycosid,False
Neostigmine-hameln,Neostigmin,1039,Kháng sinh nhóm aminoglycosid,False
Neostoguard,Sulpirid,1314,Thuốc chống loạn thần,False
Neotabine Inj,Gemcitabin hydroclorid,716,"Thuốc chống ung thư, nhóm chống chuyển hóa,",False
Neotabine Inj,Gemcitabin hydroclorid,716,"Thuốc chống ung thư, nhóm chống chuyển hóa,",False
Neotazin,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Neotazin MR,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Neounixan Inj.,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Neozith 250,Azithromycin,227,Thuốc kháng sinh,False
Nepar- 10,Alendronat natri,157,Chất ức chế tiêu xương,False
Nepatic,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Nepotel-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Nepotel-200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Neprox-100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Neprox-200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Nerbavex,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh",False
Nergamdicin,Acid nalidixic,134,"Vì vậy, không trộn",True
Neriman,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,False
Nertrobiine,Piracetam,1159,Thuốc trị giun,False
Nervetam,Piracetam,1159,Thuốc trị giun,False
Nesamid inj.,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Nescine-400,Cimetidin,389,"Thuốc ức chế kết tập tiểu cầu và giãn mạch, thuốc ức",False
